"","taxonID","acceptedTaxonID","family.x","genus.x","species","pathway","scientificName.y","commonName","reference","nativeStatusCode"
"34","ARDO4","ARDO4","Poaceae","Arundo","donax","C3","Arundo donax L.","giant reed","81,90,119,379,426,465,563","I"
"35","ARDOV","ARDO4","","Arundo","donax","C3","Arundo donax L. var. versicolor (P. Mill.) Stokes"," ","7","I"
"36","ARCA16","ARFA8","","Arthrostylidium","capillifolium","unknown","Arthrostylidium capillifolium Griseb."," ","","N"
"37","ARFA8","ARFA8","Poaceae","Arthrostylidium","farctum","unknown","Arthrostylidium farctum (Aubl.) Soderstr. & Lourteig.","old man's beard","","N"
"38","PICO6","ARHI10","","Piptatherum","confine","unknown","Piptatherum confine J.A. Schultes"," ","","N"
"39","ARCO11","ARHI10","","Arundinella","confinis","C4","Arundinella confinis (J.A. Schultes) A.S. Hitchc. & Chase","rabo de gato","199","N"
"40","ARIST","ARIST","Poaceae","Aristida","L.","","Aristida L.","threeawn","","UNK"
"41","ARMU2","ARMU2","Poaceae","Arthrostylidium","multispicatum","unknown","Arthrostylidium multispicatum Pilger","woodland climbing bamboo","","N"
"42","ARPO3","ARPO3","Poaceae","Aristida","portoricensis","unknown","Aristida portoricensis Pilger","pelos del diablo","","N"
"43","ARRE4","ARRE4","Poaceae","Aristida","refracta","unknown","Aristida refracta Griseb.","islandthicket threeawn","","N"
"44","ARSA6","ARSA6","Poaceae","Arthrostylidium","sarmentosum","unknown","Arthrostylidium sarmentosum Pilger","forest climbing bamboo","","N"
"45","ARSP3","ARSP3","Poaceae","Aristida","spiciformis","unknown","Aristida spiciformis Ell.","bottlebrush threeawn","","N"
"46","ARSU6","ARSU6","Poaceae","Aristida","suringarii","unknown","Aristida suringarii Henr.","St. Eustatius threeawn","","I"
"47","ARSW","ARSW","Poaceae","Aristida","swartziana","unknown","Aristida swartziana Steud.","Swartz's threeawn","","I"
"48","ARTHR","ARTHR","Poaceae","Arthraxon","Beauv.","","Arthraxon Beauv.","carpgrass","","I"
"49","ARTHR2","ARTHR2","Poaceae","Arthrostylidium","Rupr.","","Arthrostylidium Rupr.","climbing bamboo","","N"
"50","ARUND3","ARUND3","Poaceae","Arundinella","Raddi","","Arundinella Raddi","rabo de gato","","N"
"51","ARUND4","ARUND4","Poaceae","Arundo","L.","","Arundo L.","giant reed","","I"
"52","AVENA","AVENA","Poaceae","Avena","L.","","Avena L.","oat","","I"
"53","AVSA","AVSA","Poaceae","Avena","sativa","C3","Avena sativa L.","common oat","7,40,58,62,88,90,159,179,187,265,410,426,465,471,563","I"
"54","AVBY","AVSA","","Avena","byzantina","unknown","Avena byzantina K. Koch"," ","","I"
"55","AVFAS","AVSA","","Avena","fatua","unknown","Avena fatua L. var. sativa (L.) Hausskn."," ","","I"
"56","AVSAO","AVSA","","Avena","sativa","unknown","Avena sativa L. var. orientalis (Schreb.) Alef."," ","","I"
"57","AXAU","AXAU","Poaceae","Axonopus","aureus","C4","Axonopus aureus Beauv.","golden carpetgrass","185","N"
"58","MICO14","AXCO","","Milium","compressum","unknown","Milium compressum Sw."," ","","N"
"59","AXCO","AXCO","Poaceae","Axonopus","compressus","C4","Axonopus compressus (Sw.) Beauv.","broadleaf carpetgrass","1,7,16,90,93,119,187,199,377,387,465","N"
"60","ANCO8","AXCO","","Anastrophus","compressus","unknown","Anastrophus compressus (Sw.) Schlecht. ex Doell"," ","","N"
"61","AXAF","AXFI","","Axonopus","affinis","C4","Axonopus affinis Chase"," ","1,7,90,100,107,171,199,377","N"
"62","AXFI","AXFI","Poaceae","Axonopus","fissifolius","C4","Axonopus fissifolius (Raddi) Kuhlm.","common carpetgrass","119,472","N"
"63","AXONO","AXONO","Poaceae","Axonopus","Beauv.","","Axonopus Beauv.","carpetgrass","","N"
"64","BAMBU","BAMBU","Poaceae","Bambusa","Schreb.","","Bambusa Schreb.","bamboo","","I"
"65","BAGL3","BAMU2","","Bambusa","glaucescens","unknown","Bambusa glaucescens (Willd.) Sieb. ex Munro","golden goddess bamboo","","I"
"66","BAMU2","BAMU2","Poaceae","Bambusa","?multiplex","unknown","Bambusa ?multiplex (Lour.) Raeusch. ex J.A. & J.H. Schultes","hedge bamboo","","I"
"67","LUGL6","BAMU2","","Ludolfia","glaucescens","unknown","Ludolfia glaucescens Willd."," ","","I"
"68","BAVU2","BAVU2","Poaceae","Bambusa","vulgaris","C3","Bambusa vulgaris Schrad. ex J.C. Wendl.","common bamboo","7,90,99,557","I"
"69","ARAM4","BOAM2","","Aristida","americana","unknown","Aristida americana L."," ","","N"
"70","BOAM2","BOAM2","Poaceae","Bouteloua","americana","unknown","Bouteloua americana (L.) Scribn.","American grama","","N"
"71","BOIS","BOIS","Poaceae","Bothriochloa","ischaemum","C4","Bothriochloa ischaemum (L.) Keng","yellow bluestem","7,17,32,151,378,391,404,405,410,411,412,501","I"
"72","ANISS","BOISS","","Andropogon","ischaemum","unknown","Andropogon ischaemum L. var. songaricus Rupr. ex Fisch. & C.A. Mey."," ","","I"
"73","BOISS","BOISS","Poaceae","Bothriochloa","ischaemum","unknown","Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan","yellow bluestem","","I"
"74","BOJU","BOJU","Poaceae","Bouteloua","juncea","unknown","Bouteloua juncea (Desv. ex Beauv.) A.S. Hitchc.","lamilla","","N"
"75","HOPE3","BOPE2","","Holcus","pertusus","unknown","Holcus pertusus L."," ","","I"
"76","BOPE2","BOPE2","Poaceae","Bothriochloa","pertusa","C4","Bothriochloa pertusa (L.) A. Camus","pitted beardgrass","7,17,503","I"
"77","ANPE7","BOPE2","","Andropogon","pertusus","unknown","Andropogon pertusus (L.) Willd."," ","","I"
"78","BORE2","BORE2","Poaceae","Bouteloua","repens","unknown","Bouteloua repens (Kunth) Scribn. & Merr.","slender grama","","N"
"79","BOHE4","BORE2","","Bouteloua","heterostega","unknown","Bouteloua heterostega (Trin.) Griffiths"," ","","N"
"80","BOFI2","BORE2","","Bouteloua","filiformis","C4","Bouteloua filiformis (Fourn.) Griffiths"," ","1,7,90,199","N"
"81","DIRE9","BORE2","","Dinebra","repens","unknown","Dinebra repens Kunth"," ","","N"
"82","AMSA3","BOSA","","Amphilophis","saccharoides","unknown","Amphilophis saccharoides (Sw.) Nash"," ","","N"
"83","BOSA","BOSA","Poaceae","Bothriochloa","saccharoides","C4","Bothriochloa saccharoides (Sw.) Rydb.","silver bluestem","7,457,472","N"
"84","ANSA5","BOSA","","Andropogon","saccharoides","C4","Andropogon saccharoides Sw."," ","1,7,90,100,179","N"
"85","BOTHR","BOTHR","Poaceae","Bothriochloa","Kuntze","","Bothriochloa Kuntze","beardgrass","","UNK"
"86","BOUTE","BOUTE","Poaceae","Bouteloua","Lag.","","Bouteloua Lag.","grama","","N"
"87","BRACH2","BRACH2","Poaceae","Brachyelytrum","Beauv.","","Brachyelytrum Beauv.","shorthusk","","N"
"88","BRER2","BRER2","Poaceae","Brachyelytrum","erectum","C3","Brachyelytrum erectum (Schreb. ex Spreng.) Beauv.","bearded shorthusk","7,90","N"
"89","BUCA2","BUCA2","Cyperaceae","Bulbostylis","capillaris","C4","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke","densetuft hairsedge","266,323","N"
"90","BUCAA","BUCAA","Cyperaceae","Bulbostylis","capillaris","unknown","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. antillana (Britt.) T. Koyama","densetuft hairsedge","","N"
"91","BUAN","BUCAA","","Bulbostylis","antillana","unknown","Bulbostylis antillana (Britt.) Fern."," ","","N"
"92","STCA17","BUCAC","","Stenophyllus","capillaris","unknown","Stenophyllus capillaris (L.) Britt."," ","","N"
"93","SCCA7","BUCAC","","Scirpus","capillaris","unknown","Scirpus capillaris L."," ","","N"
"94","BUCAC","BUCAC","Cyperaceae","Bulbostylis","capillaris","unknown","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. capillaris","densetuft hairsedge","","N"
"95","BUCAC2","BUCAC","","Bulbostylis","capillaris","unknown","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke var. crebra Fern."," ","","N"
"96","FICA6","BUCAC","","Fimbristylis","capillaris","unknown","Fimbristylis capillaris (L.) Gray"," ","","N"
"97","BUCAI","BUCAC","","Bulbostylis","capillaris","unknown","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke var. isopoda Fern."," ","","N"
"98","STCU7","BUCU","","Stenophyllus","curassavicus","unknown","Stenophyllus curassavicus Britt."," ","","N"
"99","FICU","BUCU","","Fimbristylis","curassavica","unknown","Fimbristylis curassavica (Britt.) Alain"," ","","N"
"100","BUCU","BUCU","Cyperaceae","Bulbostylis","curassavica","unknown","Bulbostylis curassavica (Britt.) Britt. ex Kükenth.","West Indian hairsedge","","N"
"101","BUJU","BUJU","Cyperaceae","Bulbostylis","juncoides","unknown","Bulbostylis juncoides (Vahl) Kükenth.","rush hairsedge","","N"
"102","BUJUA","BUJU","","Bulbostylis","juncoides","unknown","Bulbostylis juncoides (Vahl) Kükenth. var. ampliceps Kükenth."," ","","N"
"103","BUFE2","BUJU","","Bulbostylis","fendleri","unknown","Bulbostylis fendleri C.B. Clarke"," ","","N"
"104","FIJU","BUJU","","Fimbristylis","juncoides","unknown","Fimbristylis juncoides (Vahl) Alain"," ","","N"
"105","BUJU2","BUJU2","Cyperaceae","Bulbostylis","junciformis","unknown","Bulbostylis junciformis (Kunth) C.B. Clarke","Caribbean hairsedge","","N"
"106","BUPA5","BUJU2","","Bulbostylis","papillosa","unknown","Bulbostylis papillosa Kükenth."," ","","N"
"107","ISJU","BUJU2","","Isolepis","junciformis","unknown","Isolepis junciformis Kunth"," ","","N"
"108","BULBO","BULBO","Cyperaceae","Bulbostylis","Kunth","","Bulbostylis Kunth","hairsedge","","N"
"109","ONPA2","BUPA","","Oncostylis","pauciflora","unknown","Oncostylis pauciflora Liebm."," ","","N"
"110","FIPO","BUPA","","Fimbristylis","portoricensis","unknown","Fimbristylis portoricensis (Britt.) Alain"," ","","N"
"111","BUPA","BUPA","Cyperaceae","Bulbostylis","pauciflora","unknown","Bulbostylis pauciflora (Liebm.) C.B. Clarke","fewflower hairsedge","","N"
"112","STPO6","BUPA","","Stenophyllus","portoricensis","unknown","Stenophyllus portoricensis Britt."," ","","N"
"113","ISVE4","BUVE","","Isolepis","vestita","unknown","Isolepis vestita Kunth"," ","","N"
"114","FIVE3","BUVE","","Fimbristylis","vestita","unknown","Fimbristylis vestita (Kunth) Hemsl."," ","","N"
"115","BUVE","BUVE","Cyperaceae","Bulbostylis","vestita","unknown","Bulbostylis vestita (Kunth) C.B. Clarke","tufted hairsedge","","N"
"116","CAPO5","CAPO5","Cyperaceae","Carex","polystachya","unknown","Carex polystachya Sw. ex Wahlenb.","Caribbean sedge","","N"
"117","CAREX","CAREX","Cyperaceae","Carex","L.","","Carex L.","sedge","","N"
"118","CEVI7","CEBR","","Cenchrus","viridis","unknown","Cenchrus viridis Spreng."," ","","N"
"119","CEBR","CEBR","Poaceae","Cenchrus","brownii","C4","Cenchrus brownii Roemer & J.A. Schultes","slimbristle sandbur","377","N"
"120","CEECH","CEEC","","Cenchrus","echinatus","unknown","Cenchrus echinatus L. var. hillebrandianus (A.S. Hitchc.) F. Br."," ","","N"
"121","CEEC","CEEC","Poaceae","Cenchrus","echinatus","C4","Cenchrus echinatus L.","southern sandbur","7,47,90,100,169,179,377","N"
"122","CEGR3","CEGR3","Poaceae","Cenchrus","gracillimus","unknown","Cenchrus gracillimus Nash","slender sandbur","","N"
"123","CEMY","CEMY","Poaceae","Cenchrus","myosuroides","C4","Cenchrus myosuroides Kunth","big sandbur","7,90,199,472","N"
"124","CEMY2","CEMY","","Cenchropsis","myosuroides","unknown","Cenchropsis myosuroides (Kunth) Nash"," ","","N"
"125","CENCH","CENCH","Poaceae","Cenchrus","L.","","Cenchrus L.","sandbur","","N"
"126","CEPA11","CESP4","","Cenchrus","parviceps","unknown","Cenchrus parviceps Shinners"," ","","N"
"127","CEIN4","CESP4","","Cenchrus","incertus","C4","Cenchrus incertus M.A. Curtis"," ","7,47,90,100,199,262,378,530","N"
"128","CEPA12","CESP4","","Cenchrus","pauciflorus","C4","Cenchrus pauciflorus Benth."," ","7,17,100,119,179,199,472","N"
"129","CESP4","CESP4","Poaceae","Cenchrus","spinifex","unknown","Cenchrus spinifex Cav.","coastal sandbur","","N"
"130","CHAB","CHAB","Poaceae","Chusquea","abietifolia","unknown","Chusquea abietifolia Griseb.","climbing bamboo","","N"
"131","CHBA10","CHBA10","Poaceae","Chloris","barbata","C4","Chloris barbata Sw.","swollen fingergrass","17100","N"
"132","CHPA20","CHBA10","","Chloris","paraguaiensis","unknown","Chloris paraguaiensis Steud."," ","","N"
"133","CHIN4","CHBA10","","Chloris","inflata","C4","Chloris inflata Link"," ","7,17,100","N"
"134","CHCI","CHCI","Poaceae","Chloris","ciliata","C4","Chloris ciliata Sw.","fringed windmill grass","119","N"
"135","CHCU6","CHCU6","Poaceae","Chloris","cubensis","unknown","Chloris cubensis A.S. Hitchc. & Ekman ex A.S. Hitchc.","Cuban windmill grass","","N"
"136","CHDA","CHEL3","","Chloris","dandyana","unknown","Chloris dandyana C.D. Adams"," ","","I"
"137","CHEL3","CHEL3","Poaceae","Chloris","elata","unknown","Chloris elata Desv.","tall windmill grass","","I"
"138","CHBA8","CHEL3","","Chloris","barbata","C4","Chloris barbata (L.) Nash, non Sw."," ","51","I"
"139","CHPO10","CHEL3","","Chloris","polydactyla","C4","Chloris polydactyla Sw."," ","7,17","I"
"140","CHLOR","CHLOR","Poaceae","Chloris","Sw.","","Chloris Sw.","windmill grass","","UNK"
"141","AGRA2","CHRA","","Agrostis","radiata","unknown","Agrostis radiata L."," ","","N"
"142","CHRA","CHRA","Poaceae","Chloris","radiata","C4","Chloris radiata (L.) Sw.","radiate fingergrass","7,17,100,377","N"
"143","CHSA3","CHSA3","Poaceae","Chloris","sagraeana","unknown","Chloris sagraeana A. Rich.","roadside windmill grass","","N"
"144","CHUSQ","CHUSQ","Poaceae","Chusquea","Kunth","","Chusquea Kunth","chusquea bamboo","","N"
"145","CLADI","CLADI","Cyperaceae","Cladium","P.","","Cladium P. Br.","sawgrass","","UNK"
"146","CLCO7","CLCO7","Cyperaceae","Cladium","colocasia","unknown","Cladium colocasia (L.) W. Wight","malanga","","I"
"147","CLMA10","CLMA10","Cyperaceae","Cladium","mariscus","unknown","Cladium mariscus (L.) Pohl","swamp sawgrass","","N"
"148","CLLE","CLMAJ","","Cladium","leptostachyum","unknown","Cladium leptostachyum Nees & Meyen"," ","","N"
"149","MAJA3","CLMAJ","","Mariscus","jamaicensis","unknown","Mariscus jamaicensis (Crantz) Britt."," ","","N"
"150","CLJA","CLMAJ","","Cladium","jamaicense","C3","Cladium jamaicense Crantz"," ","65,323,596","N"
"151","CLMAJ","CLMAJ","Cyperaceae","Cladium","mariscus","unknown","Cladium mariscus (L.) Pohl ssp. jamaicense (Crantz) Kükenth.","Jamaica swamp sawgrass","","N"
"152","COIX","COIX","Poaceae","Coix","L.","","Coix L.","Job's tears","","I"
"153","COLA","COLA","Poaceae","Coix","lacryma-jobi","C4","Coix lacryma-jobi L.","Job's tears","7,58,90,187,262,340,377,378,404,503,530","I"
"154","MAFL6","CYAG","","Mariscus","flavus","unknown","Mariscus flavus Vahl"," ","","N"
"155","CYFL9","CYAG","","Cyperus","flavus","unknown","Cyperus flavus (Vahl) Nees, non J.& K. Presl"," ","","N"
"156","MACA14","CYAG","","Mariscus","cayennensis","unknown","Mariscus cayennensis (Lam.) Urban"," ","","N"
"157","CYOB5","CYAG","","Cyperus","obesus","unknown","Cyperus obesus Liebm."," ","","N"
"158","CYHU5","CYAG","","Cyperus","huarmensis","unknown","Cyperus huarmensis (Kunth) M.C. Johnston"," ","","N"
"159","CYCA17","CYAG","","Cyperus","cayennensis","unknown","Cyperus cayennensis (Lam.) Britt., non Willd. ex Link"," ","","N"
"160","CYAG","CYAG","Cyperaceae","Cyperus","aggregatus","unknown","Cyperus aggregatus (Willd.) Endl.","inflatedscale flatsedge","","N"
"161","CYAR4","CYAR4","Cyperaceae","Cyperus","articulatus","C4","Cyperus articulatus L.","jointed flatsedge","100,323,377","N"
"162","CYCA18","CYCA18","Cyperaceae","Cyperus","calcicola","unknown","Cyperus calcicola Britt.","Caribbean flatsedge","","N"
"163","ANCI4","CYCI","","Andropogon","citratus","unknown","Andropogon citratus DC. ex Nees"," ","","I"
"164","CYCI","CYCI","Poaceae","Cymbopogon","citratus","C4","Cymbopogon citratus (DC. ex Nees) Stapf","lemon grass","7,90,99","I"
"165","CYCO","CYCO","Cyperaceae","Cyperus","compressus","C4","Cyperus compressus L.","poorland flatsedge","1,16,266,267,323,350","N"
"166","CYCO2","CYCO2","Cyperaceae","Cyperus","confertus","unknown","Cyperus confertus Sw.","West Indian flatsedge","","N"
"167","MACO19","CYCO2","","Mariscus","confertus","unknown","Mariscus confertus (Sw.) C.B. Clarke"," ","","N"
"168","CYGL3","CYCR6","","Cyperus","globulosus","unknown","Cyperus globulosus auct. non Aubl."," ","","N"
"169","CYCR6","CYCR6","Cyperaceae","Cyperus","croceus","unknown","Cyperus croceus Vahl","Baldwin's flatsedge","","N"
"170","CYMU9","CYCR6","","Cyperus","multiflorus","unknown","Cyperus multiflorus (Britt.) Small"," ","","N"
"171","MAGL8","CYCR6","","Mariscus","globulosus","unknown","Mariscus globulosus auct. non (Aubl.) Urban"," ","","N"
"172","PADA","CYDA","","Panicum","dactylon","unknown","Panicum dactylon L."," ","","I"
"173","CADA5","CYDA","","Capriola","dactylon","unknown","Capriola dactylon (L.) Kuntze"," ","","I"
"174","CYDA","CYDA","Poaceae","Cynodon","dactylon","C4","Cynodon dactylon (L.) Pers.","Bermudagrass","7,30,32,54,65,69,77,88,89,90,93,99,100,107,114,119,155,171,185,187,192,194,199,210,259,262,287,340,372,377,378,379,404,405,430,456,472,503,530,563","I"
"175","CYDI4","CYDI4","Cyperaceae","Cyperus","difformis","C3","Cyperus difformis L.","variable flatsedge","16,156,189,261,266,300,000","I"
"176","CYDI5","CYDI5","Cyperaceae","Cyperus","digitatus","C4","Cyperus digitatus Roxb.","finger flatsedge","266","N"
"177","CYDI7","CYDI7","Cyperaceae","Cyperus","distans","C4","Cyperus distans L. f.","Piedmont flatsedge","190,266,323","N"
"178","CYEL","CYEL","Cyperaceae","Cyperus","elegans","unknown","Cyperus elegans L.","royal flatsedge","","N"
"179","SCLU","CYEN2","","Scirpus","luzulae","unknown","Scirpus luzulae auct. non L."," ","","I"
"180","CYEN2","CYEN2","Cyperaceae","Cyperus","entrerianus","unknown","Cyperus entrerianus Boeckl.","woodrush flatsedge","","I"
"181","CYLU","CYEN2","","Cyperus","luzulae","unknown","Cyperus luzulae auct. non (L.) Rottb. ex Retz."," ","","I"
"182","CYES","CYES","Cyperaceae","Cyperus","esculentus","C4","Cyperus esculentus L.","chufa flatsedge","1,18,81,100,179,187,194,261,262,267,323,324,378,484,518,530,636","I"
"183","CYESL","CYESL","Cyperaceae","Cyperus","esculentus","unknown","Cyperus esculentus L. var. leptostachyus Boeckl.","chufa flatsedge","","I"
"184","CYESA","CYESL","","Cyperus","esculentus","unknown","Cyperus esculentus L. var. angustispicatus Britt."," ","","I"
"185","CYUN4","CYFI4","","Cyperus","unifolius","unknown","Cyperus unifolius Boeckl."," ","","N"
"186","TOFI2","CYFI4","","Torulinium","filiforme","unknown","Torulinium filiforme (Sw.) C.B. Clarke"," ","","N"
"187","CYFI4","CYFI4","Cyperaceae","Cyperus","filiformis","unknown","Cyperus filiformis Sw.","wiry flatsedge","","N"
"188","CYFLP","CYFL","","Cyperus","flavescens","unknown","Cyperus flavescens L. var. poiformis (Pursh) Fern."," ","","N"
"189","CYFL","CYFL","Cyperaceae","Cyperus","flavescens","C4","Cyperus flavescens L.","yellow flatsedge","262,377,530","N"
"190","CYNI5","CYFL","","Cyperus","nieuwlandii","unknown","Cyperus nieuwlandii Geise"," ","","N"
"191","PYFL3","CYFL","","Pycreus","flavescens","C4","Pycreus flavescens (L.) Reichenb."," ","261,323","N"
"192","CYVA2","CYFL3","","Cyperus","vahlii","unknown","Cyperus vahlii (Schrad. ex Nees) Steud."," ","","N"
"193","CYFL3","CYFL3","Cyperaceae","Cyperus","flexuosus","unknown","Cyperus flexuosus Vahl","Vahl's flatsedge","","N"
"194","CYFU2","CYFU2","Cyperaceae","Cyperus","fuligineus","unknown","Cyperus fuligineus Chapman","limestone flatsedge","","N"
"195","MAFU3","CYFU2","","Mariscus","fuligineus","unknown","Mariscus fuligineus (Chapman) C.B. Clarke"," ","","N"
"196","CYGI2","CYGI2","Cyperaceae","Cyperus","giganteus","unknown","Cyperus giganteus Vahl","giant flatsedge","","N"
"197","CYHA","CYHA","Cyperaceae","Cyperus","haspan","C3","Cyperus haspan L.","haspan flatsedge","266,323,350","N"
"198","CYHAA","CYHA","","Cyperus","haspan","unknown","Cyperus haspan L. var. americanus Boeckl."," ","","N"
"199","CYIM","CYIM","Cyperaceae","Cyperus","imbricatus","C4","Cyperus imbricatus Retz.","shingle flatsedge","266","N"
"200","CYRA7","CYIM","","Cyperus","radiatus","unknown","Cyperus radiatus Vahl"," ","","N"
"201","CYIN6","CYIN6","Cyperaceae","Cyperus","involucratus","C3","Cyperus involucratus Rottb.","unbrella plant","194,500,502,518","I"
"202","CYALF","CYIN6","","Cyperus","alternifolius","C3","Cyperus alternifolius L. ssp. flabelliformis (Rottb.) Kükenth."," ","556","I"
"203","CYAL2","CYIN6","","Cyperus","alternifolius","C3","Cyperus alternifolius auct. non L."," ","61,189,194,323,324,500,000,000","I"
"204","CYFL8","CYIN6","","Cyperus","flabelliformis","C4","Cyperus flabelliformis Rottb."," ","1,16","I"
"205","CYIR","CYIR","Cyperaceae","Cyperus","iria","C4","Cyperus iria L.","ricefield flatsedge","1,16,100,109,189,190,192,266,267,323,350,404,405","I"
"206","CYLA2","CYLA2","Cyperaceae","Cyperus","laevigatus","C4","Cyperus laevigatus L.","smooth flatsedge","262,323,378,518,530","N"
"207","CYCA15","CYLA2","","Cyperus","careyi","unknown","Cyperus careyi Britt."," ","","N"
"208","CYLI","CYLI","Cyperaceae","Cyperus","ligularis","C4","Cyperus ligularis L.","Alabama swamp flatsedge","377,557","N"
"209","MALI5","CYLI","","Mariscus","ligularis","unknown","Mariscus ligularis (L.) Urban"," ","","N"
"210","CYMBO","CYMBO","Poaceae","Cymbopogon","Spreng.","","Cymbopogon Spreng.","lemon grass","","I"
"211","CYAS4","CYMU4","","Cyperus","asper","unknown","Cyperus asper (Liebm.) O'Neill"," ","","N"
"212","CYMU4","CYMU4","Cyperaceae","Cyperus","mutisii","unknown","Cyperus mutisii (Kunth) Griseb.","Mutis' flatsedge","","N"
"213","MAMU4","CYMU4","","Mariscus","mutisii","unknown","Mariscus mutisii Kunth"," ","","N"
"214","CYMUA","CYMU4","","Cyperus","mutisii","unknown","Cyperus mutisii (Kunth) Griseb. var. asper (Liebm.) Kükenth."," ","","N"
"215","CYPR","CYMU4","","Cyperus","pringlei","unknown","Cyperus pringlei Britt."," ","","N"
"216","ANNA4","CYNA","","Andropogon","nardus","unknown","Andropogon nardus L."," ","","I"
"217","CYNA","CYNA","Poaceae","Cymbopogon","nardus","C4","Cymbopogon nardus (L.) Rendle","citronella grass","17,51,427,557","I"
